category,resource_key,msg_id,final_zh,updated_at,compiled_at,reviewed_at,ai_reviewed_at,high_risk_at
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLBOSSECT_950_000,"[msg MSG_BTLBOSSECT_950_000 [摩尔加纳]]
[s][bup 0 3 4 65535 0][f 4 10 65535 0 0][vp 8 0 2 1186 1 239]又长出来了！……手上那是钟吗？[n]做好警戒，不知道会发动什么攻击！[n][f 1 3 65535][w][e]",,2026-09-01T05:15:43.768Z,2026-09-01T05:15:43.768Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLBOSSECT_960_000,"[msg MSG_BTLBOSSECT_960_000 [摩尔加纳]]
[s][bup 0 3 4 65535 0][f 4 10 65535 0 0][vp 8 0 2 1187 1 239]这次是剑啊。[n]被那把剑砍到或许会很不妙呢……[n][f 1 3 65535][w][e]",,2026-09-01T05:15:44.241Z,2026-09-01T05:15:44.241Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLBOSSECT_970_000,"[msg MSG_BTLBOSSECT_970_000 [摩尔加纳]]
[s][bup 0 3 4 65535 0][f 4 10 65535 0 0][vp 8 0 2 1188 1 239]这次拿的是书！[n]不能掉以轻心！[n][f 1 3 65535][w][e]",,2026-09-01T05:15:44.716Z,2026-09-01T05:15:44.716Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLBOSSECT02_920_000,"[msg MSG_BTLBOSSECT02_920_000 [摩尔加纳]]
[s][bup 0 3 2 65535 0][f 4 10 65535 0 0][vp 8 0 2 1183 1 239]之后可能还会出现不同的攻击！[n]要更加谨慎地去战斗！[n][f 1 3 65535][w][e]",,2026-09-01T05:15:40.177Z,2026-09-01T05:15:40.177Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLBOUSYOKU_000_000,"[msg MSG_BTLBOUSYOKU_000_000 [亚尔达拜特]]
[s][vp 8 0 2 1018 1 239]吾将释放『暴食』大罪。[n][f 1 3 65535][w][e]",,2026-09-01T05:15:45.164Z,2026-09-01T05:15:45.164Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLBOUSYOKU_010_000,"[msg MSG_BTLBOUSYOKU_010_000 [亚尔达拜特]]
[s][vp 8 0 2 1019 1 239]人类啊，你们已无处可逃。[n][f 1 3 65535][w][e]
[s][vp 8 0 2 1020 1 239]充斥于人类心中的『私欲』将会召来毁灭……[n][f 1 3 65535][w][e]",,2026-09-01T05:15:45.570Z,2026-09-01T05:15:45.570Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLCHARGE01_000_006,"[msg MSG_BTLCHARGE01_000_006 [佐仓 双叶]]
[s][bup 0 8 604 65535 0][f 4 10 65535 0 0][vp 8 0 2 1054 0 8]咦？好厉害的能量！！[n][f 1 3 65535][w][e]",,2026-09-01T05:15:45.993Z,2026-09-01T05:15:45.993Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLCHARGE01_010_006,"[msg MSG_BTLCHARGE01_010_006 [佐仓 双叶]]
[s][bup 0 8 602 65535 0][f 4 10 65535 0 0][vp 8 0 2 1055 0 8]好像有什么难以置信的东西要过来了，小心点！[n][f 1 3 65535][w][e]",,2026-09-01T05:15:46.462Z,2026-09-01T05:15:46.462Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLCHARGE02_000_006,"[msg MSG_BTLCHARGE02_000_006 [佐仓 双叶]]
[s][bup 0 8 602 65535 0][f 4 10 65535 0 0][vp 8 0 2 1056 0 8]能量反应……在手臂上。[n][f 1 3 65535][w][e]",,2026-09-01T05:15:46.882Z,2026-09-01T05:15:46.882Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLCHARGE02_010_006,"[msg MSG_BTLCHARGE02_010_006 [佐仓 双叶]]
[s][bup 0 8 602 65535 0][f 4 10 65535 0 0][vp 8 0 2 1057 0 8]那只手臂正在聚集能量！[n][f 1 3 65535][w][e]",,2026-09-01T05:15:47.328Z,2026-09-01T05:15:47.328Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLCHARGE02_020_006,"[msg MSG_BTLCHARGE02_020_006 [佐仓 双叶]]
[s][bup 0 8 602 65535 0][f 4 10 65535 0 0][vp 8 0 2 1058 0 8]先想办法对付那只手臂或许会比较好！[n][f 1 3 65535][w][e]",,2026-09-01T05:15:47.748Z,2026-09-01T05:15:47.748Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLEND_000_000,"[msg MSG_BTLEND_000_000 [亚尔达拜特]]
[s][vp 8 0 2 1059 1 239]这就是……抵抗毁灭的，力量……[n][f 1 3 65535][w][e]",,2026-09-01T05:15:48.221Z,2026-09-01T05:15:48.221Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLEND_010_001,"[msg MSG_BTLEND_010_001 [佐仓 双叶]]
[s][bup 0 8 604 65535 0][f 4 10 65535 0 0][vp 8 0 2 1088 0 8]解决了……吗！？[n][f 1 3 65535][w][e]",,2026-09-01T05:15:48.683Z,2026-09-01T05:15:48.683Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLEND_020_006,"[msg MSG_BTLEND_020_006 [佐仓 双叶]]
[s][bup 0 8 602 65535 0][f 4 10 65535 0 0][vp 8 0 2 1089 0 8]……不，好像还没有！[n][f 1 3 65535][w][e]",,2026-09-01T05:15:49.145Z,2026-09-01T05:15:49.145Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLEND_030_000,"[msg MSG_BTLEND_030_000 [亚尔达拜特]]
[s][vp 8 0 2 1062 1 239]吾的统治，绝不屈服于毁灭。[n][f 1 3 65535][w][e]",,2026-09-01T05:15:49.579Z,2026-09-01T05:15:49.579Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLEND_040_000,"[msg MSG_BTLEND_040_000 [亚尔达拜特]]
[s][vp 8 0 2 1063 1 239]吾的统治，才是这个世界的真理。[n][f 1 3 65535][w][e]",,2026-09-01T05:15:50.014Z,2026-09-01T05:15:50.014Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLEND_050_006,"[msg MSG_BTLEND_050_006 [佐仓 双叶]]
[s][bup 0 8 605 65535 0][f 4 10 65535 0 0][vp 8 0 2 1064 0 8]各位！[n][f 1 3 65535][w][e]",,2026-09-01T05:15:50.236Z,2026-09-01T05:15:50.236Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLEND_060_000,"[msg MSG_BTLEND_060_000 [亚尔达拜特]]
[s][vp 8 0 2 1065 1 239]人类之子……皆为大罪人！[n][f 1 3 65535][w][e]
[s][vp 8 0 2 1066 1 239]毁灭吧……以吾统治之名……毁灭吧。[n][f 1 3 65535][w][e]",,2026-09-01T05:15:50.695Z,2026-09-01T05:15:50.695Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLEND_070_000,"[msg MSG_BTLEND_070_000 [（ＳＥ）同伴们的惨叫]]
[s]（悲鸣）[n][f 1 3 65535][w][e]",,2026-09-01T05:15:51.132Z,2026-09-01T05:15:51.132Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLEND_080_002,"[msg MSG_BTLEND_080_002 [坂本 龙司]]
[s][bup 0 2 0 65535 0][f 4 10 65535 0 0][vp 8 0 2 1 0 2]我可不能……在这里倒下！[n][f 1 3 65535][w][e]",,2026-09-01T05:15:51.567Z,2026-09-01T05:15:51.567Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLEND_090_005,"[msg MSG_BTLEND_090_005 [新岛 真]]
[s][bup 0 6 0 65535 0][f 4 10 65535 0 0][vp 8 0 2 1 0 6]要是我们输了……[n][f 1 3 65535][w][e]",,2026-09-01T05:15:51.796Z,2026-09-01T05:15:51.796Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLEND_100_003,"[msg MSG_BTLEND_100_003 [高卷 杏]]
[s][bup 0 4 0 65535 0][f 4 10 65535 0 0][vp 8 0 2 1 0 4]必须站起来……[n][f 1 3 65535][w][e]",,2026-09-01T05:15:52.222Z,2026-09-01T05:15:52.222Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLEND_110_000,"[msg MSG_BTLEND_110_000 [（ＳＥ）同伴们的惨叫]]
[s]（悲鸣）[n][f 1 3 65535][w][e]",,2026-09-01T05:15:52.652Z,2026-09-01T05:15:52.652Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLEND_120_004,"[msg MSG_BTLEND_120_004 [喜多川 佑介]]
[s][bup 0 5 0 65535 0][f 4 10 65535 0 0][vp 8 0 2 1 0 5]使不出……力气……[n][f 1 3 65535][w][e]",,2026-09-01T05:15:53.149Z,2026-09-01T05:15:53.149Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLEND_120_006,"[msg MSG_BTLEND_120_006 [佐仓 双叶]]
[s][bup 0 8 605 65535 0][f 4 10 65535 0 0][vp 8 0 2 1072 0 8]怎么会……已经无法……[n][f 1 3 65535][w][e]",,2026-09-01T05:15:53.614Z,2026-09-01T05:15:53.614Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLEND_120_007,"[msg MSG_BTLEND_120_007 [奥村 春]]
[s][bup 0 7 0 65535 0][f 4 10 65535 0 0][vp 8 0 2 1 0 7]好不甘心……[n][f 1 3 65535][w][e]",,2026-09-01T05:15:54.063Z,2026-09-01T05:15:54.063Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLEND_130_000,"[msg MSG_BTLEND_130_000 [亚尔达拜特]]
[s][vp 8 0 2 1086 1 239]在『统治』面前，不允许任何意外。[n][f 1 3 65535][w][e]
[s][vp 8 0 2 1087 1 239]反抗者将同等走向毁灭。[n][f 1 3 65535][w][e]",,2026-09-01T05:15:54.512Z,2026-09-01T05:15:54.512Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLGOUMAN_000_000,"[msg MSG_BTLGOUMAN_000_000 [亚尔达拜特]]
[s][vp 8 0 2 1042 1 239]吾将释放『傲慢』大罪。[n][f 1 3 65535][w][e]",,2026-09-01T05:15:54.982Z,2026-09-01T05:15:54.982Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLGOUMAN_010_000,"[msg MSG_BTLGOUMAN_010_000 [亚尔达拜特]]
[s][vp 8 0 2 1043 1 239]人类啊，你们已无处可逃。[n][f 1 3 65535][w][e]
[s][vp 8 0 2 1044 1 239]充斥于人类心中的『忘恩』将会召来毁灭……[n][f 1 3 65535][w][e]",,2026-09-01T05:15:55.430Z,2026-09-01T05:15:55.430Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLGOUYOKU_000_000,"[msg MSG_BTLGOUYOKU_000_000 [亚尔达拜特]]
[s][vp 8 0 2 1030 1 239]吾将释放『贪婪』大罪。[n][f 1 3 65535][w][e]",,2026-09-01T05:15:55.834Z,2026-09-01T05:15:55.834Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLGOUYOKU_010_000,"[msg MSG_BTLGOUYOKU_010_000 [亚尔达拜特]]
[s][vp 8 0 2 1031 1 239]人类啊，你们已无处可逃。[n][f 1 3 65535][w][e]
[s][vp 8 0 2 1032 1 239]充斥于人类心中的『执着』将会召来毁灭……[n][f 1 3 65535][w][e]",,2026-09-01T05:15:56.244Z,2026-09-01T05:15:56.244Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLHUNNU_000_000,"[msg MSG_BTLHUNNU_000_000 [亚尔达拜特]]
[s][vp 8 0 2 1024 1 239]吾将释放『愤怒』大罪。[n][f 1 3 65535][w][e]",,2026-09-01T05:15:56.853Z,2026-09-01T05:15:56.853Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLHUNNU_010_000,"[msg MSG_BTLHUNNU_010_000 [亚尔达拜特]]
[s][vp 8 0 2 1025 1 239]人类啊，你们已无处可逃。[n][f 1 3 65535][w][e]
[s][vp 8 0 2 1026 1 239]充斥于人类心中的『激情』将会召来毁灭……[n][f 1 3 65535][w][e]",,2026-09-01T05:15:57.321Z,2026-09-01T05:15:57.321Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLKYOSYOKU_000_000,"[msg MSG_BTLKYOSYOKU_000_000 [亚尔达拜特]]
[s][vp 8 0 2 1012 1 239]吾将释放『虚荣』大罪。[n][f 1 3 65535][w][e]",,2026-09-01T05:15:57.733Z,2026-09-01T05:15:57.733Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLKYOSYOKU_010_000,"[msg MSG_BTLKYOSYOKU_010_000 [亚尔达拜特]]
[s][vp 8 0 2 1013 1 239]人类啊，你们已无处可逃。[n][f 1 3 65535][w][e]
[s][vp 8 0 2 1014 1 239]充斥于人类心中的『欺瞒』将会召来毁灭……[n][f 1 3 65535][w][e]",,2026-09-01T05:15:58.163Z,2026-09-01T05:15:58.163Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLRECARM_000_006,"[msg MSG_BTLRECARM_000_006 [佐仓 双叶]]
[s][bup 0 8 604 65535 0][f 4 10 65535 0 0][vp 8 0 2 1003 0 8]再生了！？[n][f 1 3 65535][w][e]",,2026-09-01T05:15:58.582Z,2026-09-01T05:15:58.582Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLRECARM_010_006,"[msg MSG_BTLRECARM_010_006 [佐仓 双叶]]
[s][bup 0 8 602 65535 0][f 4 10 65535 0 0][vp 8 0 2 1004 0 8]看来得先解决掉本体才行啊……！[n][f 1 3 65535][w][e]",,2026-09-01T05:15:58.967Z,2026-09-01T05:15:58.967Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLSHIKIYOKU_000_000,"[msg MSG_BTLSHIKIYOKU_000_000 [亚尔达拜特]]
[s][vp 8 0 2 1005 1 239]吾将释放『色欲』大罪。[n][f 1 3 65535][w][e]",,2026-09-01T05:15:59.382Z,2026-09-01T05:15:59.382Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLSHIKIYOKU_010_000,"[msg MSG_BTLSHIKIYOKU_010_000 [亚尔达拜特]]
[s][vp 8 0 2 1006 1 239]人类啊，你们已无处可逃。[n][f 1 3 65535][w][e]
[s][vp 8 0 2 1007 1 239]充斥于人类心中的『疯狂』将会召来毁灭……[n][f 1 3 65535][w][e]",,2026-09-01T05:15:59.800Z,2026-09-01T05:15:59.800Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLSHITO_000_000,"[msg MSG_BTLSHITO_000_000 [亚尔达拜特]]
[s][vp 8 0 2 1036 1 239]吾将释放『嫉妒』大罪。[n][f 1 3 65535][w][e]",,2026-09-01T05:16:00.258Z,2026-09-01T05:16:00.258Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLSHITO_010_000,"[msg MSG_BTLSHITO_010_000 [亚尔达拜特]]
[s][vp 8 0 2 1037 1 239]人类啊，你们已无处可逃。[n][f 1 3 65535][w][e]
[s][vp 8 0 2 1038 1 239]充斥于人类心中的『怨恨』将会召来毁灭……[n][f 1 3 65535][w][e]",,2026-09-01T05:16:00.742Z,2026-09-01T05:16:00.742Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLTAIDA_000_000,"[msg MSG_BTLTAIDA_000_000 [亚尔达拜特]]
[s][vp 8 0 2 1008 1 239]潜意识的欲望，正渴求着毁灭……[n][f 1 3 65535][w][e]",,2026-09-01T05:16:01.511Z,2026-09-01T05:16:01.511Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLTAIDA_010_000,"[msg MSG_BTLTAIDA_010_000 [亚尔达拜特]]
[s][vp 8 0 2 1013 1 239]人类啊，你们已无处可逃。[n][f 1 3 65535][w][e]",,2026-09-01T05:16:03.028Z,2026-09-01T05:16:03.028Z,,
battle,BATTLE/EVENT/SCRIPT/0314,MSG_BTLTAIDA_020_000,"[msg MSG_BTLTAIDA_020_000 [亚尔达拜特]]
[s][vp 8 0 2 1010 1 239]汝，接受惩罚吧。[n][f 1 3 65535][w][e]
[s][vp 8 0 2 1011 1 239]然后踏入毁灭之门吧……[n][f 1 3 65535][w][e]",,2026-09-01T05:16:03.523Z,2026-09-01T05:16:03.523Z,,
battle,BATTLE/EVENT/SCRIPT/0315,MSG_BTLBOSSECT01_000_006,"[msg MSG_BTLBOSSECT01_000_006 [佐仓 双叶]]
[s][bup 0 8 602 65535 0][f 4 10 65535 0 0][vp 8 0 2 1014 0 8]好，要上咯！[n][f 1 3 65535][w][e]",,2026-09-01T05:16:03.968Z,2026-09-01T05:16:03.968Z,,
battle,BATTLE/EVENT/SCRIPT/0315,MSG_BTLBOSSECT01_999_001,"[msg MSG_BTLBOSSECT01_999_001 [摩尔加纳]]
[s][bup 0 3 2 65535 0][f 4 10 65535 0 0][vp 8 0 2 1015 0 3]这种家伙，赶紧破坏掉吧！[n]各位……打起精神来！[n][f 1 3 65535][w][e]",,2026-09-01T05:16:04.414Z,2026-09-01T05:16:04.414Z,,
battle,BATTLE/EVENT/SCRIPT/0315,MSG_BTLBOSSHPALL_000_000,"[msg MSG_BTLBOSSHPALL_000_000 [（ＳＥ）男性囚犯暗影的声音Ａ]]
[s]住手……快住手……！[n][f 1 3 65535][w][e]",,2026-09-01T05:16:04.842Z,2026-09-01T05:16:04.842Z,,
battle,BATTLE/EVENT/SCRIPT/0315,MSG_BTLBOSSHPALL_010_000,"[msg MSG_BTLBOSSHPALL_010_000 [（ＳＥ）囚犯暗影の女声Ａ]]
[s]不要碰『圣杯』！[n][f 1 3 65535][w][e]",,2026-09-01T05:16:05.299Z,2026-09-01T05:16:05.299Z,,
battle,BATTLE/EVENT/SCRIPT/0315,MSG_BTLBOSSHPALL_020_001,"[msg MSG_BTLBOSSHPALL_020_001 [佐仓 双叶]]
[s][bup 0 8 602 65535 0][f 4 10 65535 0 0][vp 8 0 2 1004 0 8]圣杯……？[n][f 1 3 65535][w][e]",,2026-09-01T05:16:05.758Z,2026-09-01T05:16:05.758Z,,
battle,BATTLE/EVENT/SCRIPT/0315,MSG_BTLBOSSHPALL_030_006,"[msg MSG_BTLBOSSHPALL_030_006 [佐仓 双叶]]
[s][bup 0 8 604 65535 0][f 4 10 65535 0 0][vp 8 0 2 1006 0 8]不是吧，刚刚那是什么！？[n][f 1 3 65535][w][e]
[s][bup 0 8 602 65535 0][f 4 10 65535 0 0][vp 8 0 2 1007 0 8]唔……所有伤都消失了……[n]恢复到我们出手前的状态了……[n][f 1 3 65535][w][e]
[s][bup 0 8 602 65535 0][f 4 10 65535 0 0][vp 8 0 2 1012 0 8]话说，嗯……？[n]那家伙的颜色好像……[n][f 1 3 65535][w][e]",,2026-09-01T05:16:06.206Z,2026-09-01T05:16:06.206Z,,
battle,BATTLE/EVENT/SCRIPT/0315,MSG_BTLBOSSHPALL_040_000,"[msg MSG_BTLBOSSHPALL_040_000 [（ＳＥ）男性囚犯暗影的声音Ｂ]]
[s]没错！圣杯是不灭的！[n][f 1 3 65535][w][e]",,2026-09-01T05:16:06.646Z,2026-09-01T05:16:06.646Z,,
battle,BATTLE/EVENT/SCRIPT/0315,MSG_BTLBOSSHPALL_050_000,"[msg MSG_BTLBOSSHPALL_050_000 [（ＳＥ）囚犯暗影の女声Ｂ]]
[s]啊啊，其光辉……是永恒的！[n][f 1 3 65535][w][e]",,2026-09-01T05:16:07.072Z,2026-09-01T05:16:07.072Z,,
battle,BATTLE/EVENT/SCRIPT/0315,MSG_BTLBOSSHPALL_060_001,"[msg MSG_BTLBOSSHPALL_060_001 [摩尔加纳]]
[s]难道说……[n]所有囚犯都在把力量分给它吗……！？[n][f 1 3 65535][w][e]",,2026-09-01T05:16:07.505Z,2026-09-01T05:16:07.505Z,,
battle,BATTLE/EVENT/SCRIPT/0315,MSG_BTLBOSSHPALL_060_006,"[msg MSG_BTLBOSSHPALL_060_006 [佐仓 双叶]]
[s][bup 0 8 604 65535 0][f 4 10 65535 0 0][vp 8 0 2 1011 0 8]难道说……[n]所有囚犯都在把力量分给它吗……！？[n][f 1 3 65535][w][e]",,2026-09-01T05:16:07.958Z,2026-09-01T05:16:07.958Z,,
battle,BATTLE/EVENT/SCRIPT/0315,MSG_BTLBOSSHPALL_930_006,"[msg MSG_BTLBOSSHPALL_930_006 [佐仓 双叶]]
[s][bup 0 8 604 65535 0][f 4 10 65535 0 0][vp 8 0 2 1006 0 8]不是吧，刚刚那是什么！？[n][f 1 3 65535][w][e]
[s][bup 0 8 602 65535 0][f 4 10 65535 0 0][vp 8 0 2 1012 0 8]话说，嗯……？[n]那家伙的颜色好像……[n][f 1 3 65535][w][e]",,2026-09-01T05:16:08.383Z,2026-09-01T05:16:08.383Z,,
battle,BATTLE/EVENT/SCRIPT/0315,MSG_BTLBOSSHPALL_931_006,"[msg MSG_BTLBOSSHPALL_931_006 [佐仓 双叶]]
[s][bup 0 8 604 65535 0][f 4 10 65535 0 0][vp 8 0 2 1006 0 8]不是吧，刚刚那是什么！？[n][f 1 3 65535][w][e]",,2026-09-01T05:16:10.039Z,2026-09-01T05:16:10.039Z,,
battle,BATTLE/EVENT/SCRIPT/0315,MSG_BTLBOSSHPALL_932_006,"[msg MSG_BTLBOSSHPALL_932_006 [佐仓 双叶]]
[s][bup 0 8 602 65535 0][f 4 10 65535 0 0][vp 8 0 2 1012 0 8]话说，嗯……？[n]那家伙的颜色好像……[n][f 1 3 65535][w][e]",,2026-09-01T05:16:10.567Z,2026-09-01T05:16:10.567Z,,
battle,BATTLE/EVENT/SCRIPT/0316,MSG_BTL10AFTER_000_000,"[msg MSG_BTL10AFTER_000_000 [芮丝汀娜]]
[s][vp 8 0 2 1014 1 244]感觉如何？[n]差不多想要投降了吧？[n][f 1 3 65535][w][e]",,2026-09-01T05:16:11.102Z,2026-09-01T05:16:11.102Z,,
battle,BATTLE/EVENT/SCRIPT/0316,MSG_BTL10AFTER_010_000,"[msg MSG_BTL10AFTER_010_000 [卡萝莉娜]]
[s][vp 8 0 2 1015 1 245]不过就算投降了，也不会放你回去的！[n][f 1 3 65535][w][e]",,2026-09-01T05:16:11.510Z,2026-09-01T05:16:11.510Z,,
battle,BATTLE/EVENT/SCRIPT/0316,MSG_BTL10AFTER_020_000,"[msg MSG_BTL10AFTER_020_000 [芮丝汀娜]]
[s][vp 8 0 2 1016 1 244]原本就是测试全力的检查。[n]就陪我们直到倒下为止吧。[n][f 1 3 65535][w][e]",,2026-09-01T05:16:11.929Z,2026-09-01T05:16:11.929Z,,
battle,BATTLE/EVENT/SCRIPT/0316,MSG_BTL10AFTER_110_000,"[msg MSG_BTL10AFTER_110_000 [卡萝莉娜]]
[s][vp 8 0 2 1048 1 245]……气氛完全热烈不起来啊。[n]我还以为会更有趣的。[n][f 1 3 65535][w][e]",,2026-09-01T05:16:12.344Z,2026-09-01T05:16:12.344Z,,
battle,BATTLE/EVENT/SCRIPT/0316,MSG_BTL10AFTER_120_000,"[msg MSG_BTL10AFTER_120_000 [芮丝汀娜]]
[s][vp 8 0 2 1049 1 244]继续下去也只是浪费时间。[n]结束吧。[n][f 1 3 65535][w][e]",,2026-09-01T05:16:12.771Z,2026-09-01T05:16:12.771Z,,
battle,BATTLE/EVENT/SCRIPT/0316,MSG_BTL20AFTER_000_000,"[msg MSG_BTL20AFTER_000_000 [卡萝莉娜]]
[s][vp 8 0 2 1017 1 245]怎么样，芮丝汀娜！[n]终于来状态了吗？[n][f 1 3 65535][w][e]",,2026-09-01T05:16:13.145Z,2026-09-01T05:16:13.145Z,,
battle,BATTLE/EVENT/SCRIPT/0316,MSG_BTL20AFTER_010_000,"[msg MSG_BTL20AFTER_010_000 [芮丝汀娜]]
[s][vp 8 0 2 1018 1 244]嗯……热身完成了。[n][f 1 3 65535][w][e]
[s][vp 8 0 2 1019 1 244]看来这次不仅仅是检查，还能享受一下了。[n][f 1 3 65535][w][e]",,2026-09-01T05:16:13.577Z,2026-09-01T05:16:13.577Z,,
battle,BATTLE/EVENT/SCRIPT/0316,MSG_BTL20AFTER_020_000,"[msg MSG_BTL20AFTER_020_000 [卡萝莉娜]]
[s][vp 8 0 2 1020 1 245]哈哈！[n]芮丝汀娜很有兴致哦，真难得。[n][f 1 3 65535][w][e]
[s][vp 8 0 2 1021 1 245]可别辜负了我们的期待哦，囚犯！[n][f 1 3 65535][w][e]",,2026-09-01T05:16:13.960Z,2026-09-01T05:16:13.960Z,,
battle,BATTLE/EVENT/SCRIPT/0316,MSG_BTL20AFTER_100_000,"[msg MSG_BTL20AFTER_100_000 [卡萝莉娜]]
[s][vp 8 0 2 1050 1 245]亮点倒是有一些，但……[n]看来是我期望太高了。[n][f 1 3 65535][w][e]",,2026-09-01T05:16:14.363Z,2026-09-01T05:16:14.363Z,,
battle,BATTLE/EVENT/SCRIPT/0316,MSG_BTL20AFTER_110_000,"[msg MSG_BTL20AFTER_110_000 [芮丝汀娜]]
[s][vp 8 0 2 1051 1 244]看来这样差不多就是极限了。[n]结束吧。[n][f 1 3 65535][w][e]",,2026-09-01T05:16:14.688Z,2026-09-01T05:16:14.688Z,,
battle,BATTLE/EVENT/SCRIPT/0316,MSG_BTL30AFTER_000_000,"[msg MSG_BTL30AFTER_000_000 [芮丝汀娜]]
[s][vp 8 0 2 1022 1 244]居然还不倒下……[n]这真让人有点惊讶了。[n][f 1 3 65535][w][e]",,2026-09-01T05:16:15.088Z,2026-09-01T05:16:15.088Z,,
battle,BATTLE/EVENT/SCRIPT/0316,MSG_BTL30AFTER_010_000,"[msg MSG_BTL30AFTER_010_000 [卡萝莉娜]]
[s][vp 8 0 2 1023 1 245]我也有同感，挺不错的嘛，囚犯！[n][f 1 3 65535][w][e]",,2026-09-01T05:16:15.412Z,2026-09-01T05:16:15.412Z,,
battle,BATTLE/EVENT/SCRIPT/0316,MSG_BTL30AFTER_020_000,"[msg MSG_BTL30AFTER_020_000 [芮丝汀娜]]
[s][vp 8 0 2 1024 1 244]真不愧是我们主人看中的存在。[n][f 1 3 65535][w][e]
[s][vp 8 0 2 1025 1 244]看来稍微认真一下也不错呢……[n][f 1 3 65535][w][e]",,2026-09-01T05:16:15.786Z,2026-09-01T05:16:15.786Z,,
battle,BATTLE/EVENT/SCRIPT/0316,MSG_BTL30AFTER_021_000,"[msg MSG_BTL30AFTER_021_000 [芮丝汀娜]]
[s]Dummy[n][f 1 3 65535][w][e]",,2026-09-01T05:16:16.139Z,2026-09-01T05:16:16.139Z,,
battle,BATTLE/EVENT/SCRIPT/0316,MSG_BTL30AFTER_030_000,"[msg MSG_BTL30AFTER_030_000 [卡萝莉娜]]
[s][vp 8 0 2 1026 1 245]哼哼……接下来才是地狱呢！[n]接招吧！[n][f 1 3 65535][w][e]",,2026-09-01T05:16:16.497Z,2026-09-01T05:16:16.497Z,,
battle,BATTLE/EVENT/SCRIPT/0316,MSG_BTL30AFTER_110_000,"[msg MSG_BTL30AFTER_110_000 [卡萝莉娜]]
[s][vp 8 0 2 1052 1 245]本来还想稍微认真一下的……[n]果然还是不行吗。[n][f 1 3 65535][w][e]",,2026-09-01T05:16:16.801Z,2026-09-01T05:16:16.801Z,,
battle,BATTLE/EVENT/SCRIPT/0316,MSG_BTL30AFTER_120_000,"[msg MSG_BTL30AFTER_120_000 [芮丝汀娜]]
[s][vp 8 0 2 1053 1 244]看来力量还是不足呢。[n]『检查』到此为止。[n][f 1 3 65535][w][e]",,2026-09-01T05:16:17.146Z,2026-09-01T05:16:17.146Z,,
